"日期","收盘","开盘","高","低","涨跌幅"
"2015年10月16日","0.542","0.542","0.542","0.542","0.56%"
"2015年10月15日","0.539","0.539","0.539","0.539","0.37%"
"2015年10月14日","0.537","0.537","0.537","0.537","0.56%"
"2015年10月13日","0.534","0.534","0.534","0.534","-1.84%"
"2015年10月12日","0.544","0.544","0.544","0.544","-4.39%"
"2015年10月9日","0.569","0.569","0.569","0.569","-0.70%"
"2015年10月8日","0.573","0.573","0.573","0.573","9.56%"
"2015年10月7日","0.523","0.523","0.523","0.523","0.00%"
"2015年10月6日","0.523","0.523","0.523","0.523","0.00%"
"2015年10月5日","0.523","0.523","0.523","0.523","0.00%"
"2015年10月2日","0.523","0.523","0.523","0.523","0.00%"
"2015年10月1日","0.523","0.523","0.523","0.523","-0.76%"
"2015年9月30日","0.527","0.527","0.527","0.527","0.76%"
"2015年9月29日","0.523","0.523","0.523","0.523","1.16%"
"2015年9月28日","0.517","0.517","0.517","0.517","-2.27%"
"2015年9月25日","0.529","0.529","0.529","0.529","0.57%"
"2015年9月24日","0.526","0.526","0.526","0.526","0.77%"
"2015年9月23日","0.522","0.522","0.522","0.522","-2.61%"
"2015年9月22日","0.536","0.536","0.536","0.536","-0.56%"
"2015年9月21日","0.539","0.539","0.539","0.539","2.67%"
"2015年9月18日","0.525","0.525","0.525","0.525","-3.67%"
"2015年9月17日","0.545","0.545","0.545","0.545","-0.91%"
"2015年9月16日","0.550","0.550","0.550","0.550","4.76%"
"2015年9月15日","0.525","0.525","0.525","0.525","1.35%"
"2015年9月14日","0.518","0.518","0.518","0.518","-2.08%"
"2015年9月11日","0.529","0.529","0.529","0.529","-1.67%"
"2015年9月10日","0.538","0.538","0.538","0.538","2.48%"
"2015年9月9日","0.525","0.525","0.525","0.525","-3.14%"
"2015年9月8日","0.542","0.542","0.542","0.542","-0.55%"
"2015年9月7日","0.545","0.545","0.545","0.545","1.68%"
"2015年9月4日","0.536","0.536","0.536","0.536","0.00%"
"2015年9月3日","0.536","0.536","0.536","0.536","-1.65%"
"2015年9月2日","0.545","0.545","0.545","0.545","1.68%"
"2015年9月1日","0.536","0.536","0.536","0.536","-7.59%"
"2015年8月31日","0.580","0.580","0.580","0.580","6.62%"
"2015年8月28日","0.544","0.544","0.544","0.544","5.84%"
"2015年8月27日","0.514","0.514","0.514","0.514","8.90%"
"2015年8月26日","0.472","0.472","0.472","0.472","0.85%"
"2015年8月25日","0.468","0.468","0.468","0.468","1.74%"
"2015年8月24日","0.460","0.460","0.460","0.460","-5.35%"
"2015年8月21日","0.486","0.486","0.486","0.486","-1.22%"
"2015年8月20日","0.492","0.492","0.492","0.492","-1.01%"
"2015年8月19日","0.497","0.497","0.497","0.497","-4.24%"
"2015年8月18日","0.519","0.519","0.519","0.519","0.58%"
"2015年8月17日","0.516","0.516","0.516","0.516","-0.77%"
"2015年8月14日","0.520","0.520","0.520","0.520","-0.95%"
"2015年8月13日","0.525","0.525","0.525","0.525","-0.57%"
"2015年8月12日","0.528","0.528","0.528","0.528","0.96%"
"2015年8月11日","0.523","0.523","0.523","0.523","-0.57%"
"2015年8月10日","0.526","0.526","0.526","0.526","1.74%"
"2015年8月7日","0.517","0.517","0.517","0.517","-1.71%"
"2015年8月6日","0.526","0.526","0.526","0.526","-0.57%"
"2015年8月5日","0.529","0.529","0.529","0.529","-1.31%"
"2015年8月4日","0.536","0.536","0.536","0.536","0.75%"
"2015年8月3日","0.532","0.532","0.532","0.532","-3.10%"
"2015年7月31日","0.549","0.549","0.549","0.549","-2.66%"
"2015年7月30日","0.564","0.564","0.564","0.564","-0.53%"
"2015年7月29日","0.567","0.567","0.567","0.567","1.61%"
"2015年7月28日","0.558","0.558","0.558","0.558","0.90%"
"2015年7月27日","0.553","0.553","0.553","0.553","-2.12%"
"2015年7月24日","0.565","0.565","0.565","0.565","-0.70%"
"2015年7月23日","0.569","0.569","0.569","0.569","-1.22%"
"2015年7月22日","0.576","0.576","0.576","0.576","-2.87%"
"2015年7月21日","0.593","0.593","0.593","0.593","1.54%"
"2015年7月20日","0.584","0.584","0.584","0.584","-1.35%"
"2015年7月17日","0.592","0.592","0.592","0.592","-0.17%"
"2015年7月16日","0.593","0.593","0.593","0.593","-0.84%"
"2015年7月15日","0.598","0.598","0.598","0.598","-2.45%"
"2015年7月14日","0.613","0.613","0.613","0.613","0.82%"
"2015年7月13日","0.608","0.608","0.608","0.608","-0.98%"
"2015年7月10日","0.614","0.614","0.614","0.614","0.16%"
"2015年7月9日","0.613","0.613","0.613","0.613","1.66%"
"2015年7月8日","0.603","0.603","0.603","0.603","-1.31%"
"2015年7月7日","0.611","0.611","0.611","0.611","0.66%"
"2015年7月6日","0.607","0.607","0.607","0.607","-5.89%"
"2015年7月2日","0.645","0.645","0.645","0.645","-0.62%"
"2015年7月1日","0.649","0.649","0.649","0.649","-3.42%"
"2015年6月30日","0.672","0.672","0.672","0.672","1.97%"
"2015年6月29日","0.659","0.659","0.659","0.659","-2.23%"
"2015年6月26日","0.674","0.674","0.674","0.674","0.00%"
"2015年6月25日","0.674","0.674","0.674","0.674","-1.03%"
"2015年6月24日","0.681","0.681","0.681","0.681","-1.30%"
"2015年6月23日","0.690","0.690","0.690","0.690","0.73%"
"2015年6月22日","0.685","0.685","0.685","0.685","1.63%"
"2015年6月19日","0.674","0.674","0.674","0.674","-1.61%"
"2015年6月18日","0.685","0.685","0.685","0.685","0.59%"
"2015年6月17日","0.681","0.681","0.681","0.681","-0.29%"
"2015年6月16日","0.683","0.683","0.683","0.683","0.29%"
"2015年6月15日","0.681","0.681","0.681","0.681","-0.29%"
"2015年6月12日","0.683","0.683","0.683","0.683","-1.01%"
"2015年6月11日","0.690","0.690","0.690","0.690","-0.43%"
"2015年6月10日","0.693","0.693","0.693","0.693","1.17%"
"2015年6月9日","0.685","0.685","0.685","0.685","1.78%"
"2015年6月8日","0.673","0.673","0.673","0.673","-0.88%"
"2015年6月5日","0.679","0.679","0.679","0.679","1.19%"
"2015年6月4日","0.671","0.671","0.671","0.671","-1.76%"
"2015年6月3日","0.683","0.683","0.683","0.683","-1.87%"
"2015年6月2日","0.696","0.696","0.696","0.696","0.72%"
"2015年6月1日","0.691","0.691","0.691","0.691","0.14%"
"2015年5月29日","0.690","0.690","0.690","0.690","2.68%"
"2015年5月28日","0.672","0.672","0.672","0.672","0.15%"
"2015年5月27日","0.671","0.671","0.671","0.671","-0.74%"
"2015年5月26日","0.676","0.676","0.676","0.676","-2.17%"
"2015年5月22日","0.691","0.691","0.691","0.691","-1.14%"
"2015年5月21日","0.699","0.699","0.699","0.699","2.79%"
"2015年5月20日","0.680","0.680","0.680","0.680","0.89%"
"2015年5月19日","0.674","0.674","0.674","0.674","-4.53%"
"2015年5月18日","0.706","0.706","0.706","0.706","-0.56%"
"2015年5月15日","0.710","0.710","0.710","0.710","-0.14%"
"2015年5月14日","0.711","0.711","0.711","0.711","-0.42%"
"2015年5月13日","0.714","0.714","0.714","0.714","-0.56%"
"2015年5月12日","0.718","0.718","0.718","0.718","2.13%"
"2015年5月11日","0.703","0.703","0.703","0.703","-0.28%"
"2015年5月8日","0.705","0.705","0.705","0.705","1.00%"
"2015年5月7日","0.698","0.698","0.698","0.698","-3.72%"
"2015年5月6日","0.725","0.725","0.725","0.725","0.28%"
"2015年5月5日","0.723","0.723","0.723","0.723","1.26%"
"2015年4月30日","0.714","0.714","0.714","0.714","1.56%"
"2015年4月29日","0.703","0.703","0.703","0.703","1.88%"
"2015年4月28日","0.690","0.690","0.690","0.690","0.00%"
"2015年4月27日","0.690","0.690","0.690","0.690","-0.86%"
"2015年4月24日","0.696","0.696","0.696","0.696","0.00%"
"2015年4月23日","0.696","0.696","0.696","0.696","2.05%"
"2015年4月22日","0.682","0.682","0.682","0.682","0.15%"
"2015年4月21日","0.681","0.681","0.681","0.681","-1.59%"
"2015年4月20日","0.692","0.692","0.692","0.692","0.14%"
"2015年4月17日","0.691","0.691","0.691","0.691","-0.29%"
"2015年4月16日","0.693","0.693","0.693","0.693","1.02%"
"2015年4月15日","0.686","0.686","0.686","0.686","3.47%"
"2015年4月14日","0.663","0.663","0.663","0.663","0.91%"
"2015年4月13日","0.657","0.657","0.657","0.657","0.46%"
"2015年4月10日","0.654","0.654","0.654","0.654","1.55%"
"2015年4月9日","0.644","0.644","0.644","0.644","0.00%"
"2015年4月8日","0.644","0.644","0.644","0.644","-3.59%"
"2015年4月7日","0.668","0.668","0.668","0.668","5.53%"
"2015年4月6日","0.633","0.633","0.633","0.633","0.00%"
"2015年4月3日","0.633","0.633","0.633","0.633","0.00%"
"2015年4月2日","0.633","0.633","0.633","0.633","-0.78%"
"2015年4月1日","0.638","0.638","0.638","0.638","2.90%"
"2015年3月31日","0.620","0.620","0.620","0.620","-1.59%"
"2015年3月30日","0.630","0.630","0.630","0.630","0.48%"
"2015年3月27日","0.627","0.627","0.627","0.627","-4.27%"
"2015年3月26日","0.655","0.655","0.655","0.655","3.64%"
"2015年3月25日","0.632","0.632","0.632","0.632","2.10%"
"2015年3月24日","0.619","0.619","0.619","0.619","-0.32%"
"2015年3月23日","0.621","0.621","0.621","0.621","1.14%"
"2015年3月20日","0.614","0.614","0.614","0.614","1.66%"
"2015年3月19日","0.604","0.604","0.604","0.604","-3.21%"
"2015年3月18日","0.624","0.624","0.624","0.624","3.83%"
"2015年3月17日","0.601","0.601","0.601","0.601","-1.64%"
"2015年3月16日","0.611","0.611","0.611","0.611","-1.77%"
"2015年3月13日","0.622","0.622","0.622","0.622","-2.96%"
"2015年3月12日","0.641","0.641","0.641","0.641","-1.38%"
"2015年3月11日","0.650","0.650","0.650","0.650","0.00%"
"2015年3月10日","0.650","0.650","0.650","0.650","-1.81%"
"2015年3月9日","0.662","0.662","0.662","0.662","-0.15%"
"2015年3月6日","0.663","0.663","0.663","0.663","-1.34%"
"2015年3月5日","0.672","0.672","0.672","0.672","-0.59%"
"2015年3月4日","0.676","0.676","0.676","0.676","0.45%"
"2015年3月3日","0.673","0.673","0.673","0.673","0.75%"
"2015年3月2日","0.668","0.668","0.668","0.668","-0.74%"
"2015年2月27日","0.673","0.673","0.673","0.673","0.30%"
"2015年2月26日","0.671","0.671","0.671","0.671","-1.03%"
"2015年2月25日","0.678","0.678","0.678","0.678","-0.15%"
"2015年2月24日","0.679","0.679","0.679","0.679","0.00%"
"2015年2月23日","0.679","0.679","0.679","0.679","0.00%"
"2015年2月20日","0.679","0.679","0.679","0.679","0.00%"
"2015年2月19日","0.679","0.679","0.679","0.679","0.00%"
"2015年2月18日","0.679","0.679","0.679","0.679","-0.15%"
"2015年2月17日","0.680","0.680","0.680","0.680","0.15%"
"2015年2月16日","0.679","0.679","0.679","0.679","0.00%"
"2015年2月13日","0.679","0.679","0.679","0.679","-0.15%"
"2015年2月12日","0.680","0.680","0.680","0.680","0.44%"
"2015年2月11日","0.677","0.677","0.677","0.677","-0.29%"
"2015年2月10日","0.679","0.679","0.679","0.679","-0.88%"
"2015年2月9日","0.685","0.685","0.685","0.685","0.44%"
"2015年2月6日","0.682","0.682","0.682","0.682","0.59%"
"2015年2月5日","0.678","0.678","0.678","0.678","2.26%"
"2015年2月4日","0.663","0.663","0.663","0.663","-2.07%"
"2015年2月3日","0.677","0.677","0.677","0.677","1.20%"
"2015年2月2日","0.669","0.669","0.669","0.669","0.60%"
"2015年1月30日","0.665","0.665","0.665","0.665","1.68%"
"2015年1月29日","0.654","0.654","0.654","0.654","-0.91%"
"2015年1月28日","0.660","0.660","0.660","0.660","-0.90%"
"2015年1月27日","0.666","0.666","0.666","0.666","0.45%"
"2015年1月26日","0.663","0.663","0.663","0.663","-0.15%"
"2015年1月23日","0.664","0.664","0.664","0.664","-0.60%"
"2015年1月22日","0.668","0.668","0.668","0.668","-0.15%"
"2015年1月21日","0.669","0.669","0.669","0.669","0.45%"
"2015年1月20日","0.666","0.666","0.666","0.666","-0.75%"
"2015年1月19日","0.671","0.671","0.671","0.671","0.00%"
"2015年1月16日","0.671","0.671","0.671","0.671","1.36%"
"2015年1月15日","0.662","0.662","0.662","0.662","-0.30%"
"2015年1月14日","0.664","0.664","0.664","0.664","0.45%"
"2015年1月13日","0.661","0.661","0.661","0.661","-0.60%"
"2015年1月12日","0.665","0.665","0.665","0.665","-1.04%"
"2015年1月9日","0.672","0.672","0.672","0.672","-0.15%"
"2015年1月8日","0.673","0.673","0.673","0.673","0.15%"
"2015年1月7日","0.672","0.672","0.672","0.672","-0.30%"
"2015年1月6日","0.674","0.674","0.674","0.674","-0.30%"
"2015年1月5日","0.676","0.676","0.676","0.676","-1.74%"
"2015年1月2日","0.688","0.688","0.688","0.688","0.00%"
"2015年1月1日","0.688","0.688","0.688","0.688","0.58%"
"2014年12月31日","0.684","0.684","0.684","0.684","-0.58%"
"2014年12月30日","0.688","0.688","0.688","0.688","0.29%"
"2014年12月29日","0.686","0.686","0.686","0.686","-1.29%"
"2014年12月26日","0.695","0.695","0.695","0.695","0.00%"
"2014年12月25日","0.695","0.695","0.695","0.695","0.00%"
"2014年12月24日","0.695","0.695","0.695","0.695","0.00%"
"2014年12月23日","0.695","0.695","0.695","0.695","0.58%"
"2014年12月22日","0.691","0.691","0.691","0.691","-1.43%"
"2014年12月19日","0.701","0.701","0.701","0.701","0.86%"
"2014年12月18日","0.695","0.695","0.695","0.695","0.14%"
"2014年12月17日","0.694","0.694","0.694","0.694","0.00%"
"2014年12月16日","0.694","0.694","0.694","0.694","-0.43%"
"2014年12月15日","0.697","0.697","0.697","0.697","-1.27%"
"2014年12月12日","0.706","0.706","0.706","0.706","-0.42%"
"2014年12月11日","0.709","0.709","0.709","0.709","-0.56%"
"2014年12月10日","0.713","0.713","0.713","0.713","-0.97%"
"2014年12月9日","0.720","0.720","0.720","0.720","0.70%"
"2014年12月8日","0.715","0.715","0.715","0.715","-0.97%"
"2014年12月5日","0.722","0.722","0.722","0.722","-0.41%"
"2014年12月4日","0.725","0.725","0.725","0.725","0.00%"
"2014年12月3日","0.725","0.725","0.725","0.725","-0.14%"
"2014年12月2日","0.726","0.726","0.726","0.726","-1.36%"
"2014年12月1日","0.736","0.736","0.736","0.736","1.52%"
"2014年11月28日","0.725","0.725","0.725","0.725","-2.68%"
"2014年11月27日","0.745","0.745","0.745","0.745","0.00%"
"2014年11月26日","0.745","0.745","0.745","0.745","-0.27%"
"2014年11月25日","0.747","0.747","0.747","0.747","-0.27%"
"2014年11月24日","0.749","0.749","0.749","0.749","-0.40%"
"2014年11月21日","0.752","0.752","0.752","0.752","0.53%"
"2014年11月20日","0.748","0.748","0.748","0.748","0.40%"
"2014年11月19日","0.745","0.745","0.745","0.745","-0.27%"
"2014年11月18日","0.747","0.747","0.747","0.747","-0.13%"
"2014年11月17日","0.748","0.748","0.748","0.748","-0.27%"
"2014年11月14日","0.750","0.750","0.750","0.750","0.94%"
"2014年11月13日","0.743","0.743","0.743","0.743","-0.93%"
"2014年11月12日","0.750","0.750","0.750","0.750","-0.27%"
"2014年11月11日","0.752","0.752","0.752","0.752","0.53%"
"2014年11月10日","0.748","0.748","0.748","0.748","-1.06%"
"2014年11月7日","0.756","0.756","0.756","0.756","0.67%"
"2014年11月6日","0.751","0.751","0.751","0.751","0.00%"
"2014年11月5日","0.751","0.751","0.751","0.751","-0.27%"
"2014年11月4日","0.753","0.753","0.753","0.753","-0.66%"
"2014年11月3日","0.758","0.758","0.758","0.758","-0.39%"
"2014年10月31日","0.761","0.761","0.761","0.761","-0.26%"
"2014年10月30日","0.763","0.763","0.763","0.763","-0.65%"
"2014年10月29日","0.768","0.768","0.768","0.768","0.39%"
"2014年10月28日","0.765","0.765","0.765","0.765","0.39%"
"2014年10月27日","0.762","0.762","0.762","0.762","-0.26%"
"2014年10月24日","0.764","0.764","0.764","0.764","-0.26%"
"2014年10月23日","0.766","0.766","0.766","0.766","0.52%"
"2014年10月22日","0.762","0.762","0.762","0.762","-0.65%"
"2014年10月21日","0.767","0.767","0.767","0.767","0.26%"
"2014年10月20日","0.765","0.765","0.765","0.765","-0.39%"
"2014年10月17日","0.768","0.768","0.768","0.768","0.13%"
"2014年10月16日","0.767","0.767","0.767","0.767","0.39%"
"2014年10月15日","0.764","0.764","0.764","0.764","-0.65%"
"2014年10月14日","0.769","0.769","0.769","0.769","-0.65%"
"2014年10月13日","0.774","0.774","0.774","0.774","-0.13%"
"2014年10月10日","0.775","0.775","0.775","0.775","-0.13%"
"2014年10月9日","0.776","0.776","0.776","0.776","-0.64%"
"2014年10月8日","0.781","0.781","0.781","0.781","-1.51%"
"2014年10月7日","0.793","0.793","0.793","0.793","0.00%"
"2014年10月6日","0.793","0.793","0.793","0.793","0.00%"
"2014年10月3日","0.793","0.793","0.793","0.793","0.00%"
"2014年10月2日","0.793","0.793","0.793","0.793","0.00%"
"2014年10月1日","0.793","0.793","0.793","0.793","1.28%"
"2014年9月30日","0.783","0.783","0.783","0.783","-1.26%"
"2014年9月29日","0.793","0.793","0.793","0.793","0.51%"
"2014年9月26日","0.789","0.789","0.789","0.789","0.13%"
"2014年9月25日","0.788","0.788","0.788","0.788","-0.38%"
"2014年9月24日","0.791","0.791","0.791","0.791","0.51%"
"2014年9月23日","0.787","0.787","0.787","0.787","0.00%"
"2014年9月22日","0.787","0.787","0.787","0.787","-0.51%"
"2014年9月19日","0.791","0.791","0.791","0.791","-0.38%"
"2014年9月18日","0.794","0.794","0.794","0.794","-0.50%"
"2014年9月17日","0.798","0.798","0.798","0.798","-0.62%"
"2014年9月16日","0.803","0.803","0.803","0.803","0.75%"
"2014年9月15日","0.797","0.797","0.797","0.797","-0.13%"
"2014年9月12日","0.798","0.798","0.798","0.798","-0.50%"
"2014年9月11日","0.802","0.802","0.802","0.802","-0.37%"
"2014年9月10日","0.805","0.805","0.805","0.805","-0.86%"
"2014年9月9日","0.812","0.812","0.812","0.812","-1.46%"
"2014年9月8日","0.824","0.824","0.824","0.824","0.12%"
"2014年9月5日","0.823","0.823","0.823","0.823","-0.12%"
"2014年9月4日","0.824","0.824","0.824","0.824","-0.24%"
"2014年9月3日","0.826","0.826","0.826","0.826","0.24%"
"2014年9月2日","0.824","0.824","0.824","0.824","-0.84%"
"2014年9月1日","0.831","0.831","0.831","0.831","0.00%"
"2014年8月29日","0.831","0.831","0.831","0.831","0.36%"
"2014年8月28日","0.828","0.828","0.828","0.828","0.12%"
"2014年8月27日","0.827","0.827","0.827","0.827","0.00%"
"2014年8月26日","0.827","0.827","0.827","0.827","0.36%"
"2014年8月25日","0.824","0.824","0.824","0.824","0.00%"
"2014年8月22日","0.824","0.824","0.824","0.824","0.00%"
"2014年8月21日","0.824","0.824","0.824","0.824","0.00%"
"2014年8月20日","0.824","0.824","0.824","0.824","0.49%"
"2014年8月19日","0.820","0.820","0.820","0.820","-0.12%"
"2014年8月18日","0.821","0.821","0.821","0.821","-0.36%"
"2014年8月15日","0.824","0.824","0.824","0.824","0.12%"
"2014年8月14日","0.823","0.823","0.823","0.823","-0.72%"
"2014年8月13日","0.829","0.829","0.829","0.829","-0.12%"
"2014年8月12日","0.830","0.830","0.830","0.830","-0.48%"
"2014年8月11日","0.834","0.834","0.834","0.834","0.12%"
"2014年8月8日","0.833","0.833","0.833","0.833","-0.60%"
"2014年8月7日","0.838","0.838","0.838","0.838","-0.12%"
"2014年8月6日","0.839","0.839","0.839","0.839","0.60%"
"2014年8月5日","0.834","0.834","0.834","0.834","-0.60%"
"2014年8月4日","0.839","0.839","0.839","0.839","0.48%"
"2014年8月1日","0.835","0.835","0.835","0.835","-0.48%"
"2014年7月31日","0.839","0.839","0.839","0.839","-0.36%"
"2014年7月30日","0.842","0.842","0.842","0.842","-0.12%"
"2014年7月29日","0.843","0.843","0.843","0.843","-0.47%"
"2014年7月28日","0.847","0.847","0.847","0.847","0.00%"
"2014年7月25日","0.847","0.847","0.847","0.847","0.36%"
"2014年7月24日","0.844","0.844","0.844","0.844","-0.24%"
"2014年7月23日","0.846","0.846","0.846","0.846","0.24%"
"2014年7月22日","0.844","0.844","0.844","0.844","-0.12%"
"2014年7月21日","0.845","0.845","0.845","0.845","0.36%"
"2014年7月18日","0.842","0.842","0.842","0.842","-0.36%"
"2014年7月17日","0.845","0.845","0.845","0.845","0.48%"
"2014年7月16日","0.841","0.841","0.841","0.841","0.24%"
"2014年7月15日","0.839","0.839","0.839","0.839","-0.59%"
"2014年7月14日","0.844","0.844","0.844","0.844","0.00%"
"2014年7月11日","0.844","0.844","0.844","0.844","-0.47%"
"2014年7月10日","0.848","0.848","0.848","0.848","-0.24%"
"2014年7月9日","0.850","0.850","0.850","0.850","-0.58%"
"2014年7月8日","0.855","0.855","0.855","0.855","-0.12%"
"2014年7月7日","0.856","0.856","0.856","0.856","-0.23%"
"2014年7月4日","0.858","0.858","0.858","0.858","0.00%"
"2014年7月3日","0.858","0.858","0.858","0.858","-0.23%"
"2014年7月2日","0.860","0.860","0.860","0.860","0.23%"
"2014年7月1日","0.858","0.858","0.858","0.858","-0.35%"
"2014年6月30日","0.861","0.861","0.861","0.861","-0.12%"
"2014年6月27日","0.862","0.862","0.862","0.862","-0.23%"
"2014年6月26日","0.864","0.864","0.864","0.864","-0.23%"
"2014年6月25日","0.866","0.866","0.866","0.866","0.23%"
"2014年6月24日","0.864","0.864","0.864","0.864","0.00%"
"2014年6月23日","0.864","0.864","0.864","0.864","0.00%"
"2014年6月20日","0.864","0.864","0.864","0.864","0.12%"
"2014年6月19日","0.863","0.863","0.863","0.863","0.94%"
"2014年6月18日","0.855","0.855","0.855","0.855","0.35%"
"2014年6月17日","0.852","0.852","0.852","0.852","0.00%"
"2014年6月16日","0.852","0.852","0.852","0.852","0.12%"
"2014年6月13日","0.851","0.851","0.851","0.851","0.24%"
"2014年6月12日","0.849","0.849","0.849","0.849","0.71%"
"2014年6月11日","0.843","0.843","0.843","0.843","0.00%"
"2014年6月10日","0.843","0.843","0.843","0.843","-0.12%"
"2014年6月9日","0.844","0.844","0.844","0.844","0.00%"
"2014年6月6日","0.844","0.844","0.844","0.844","0.12%"
"2014年6月5日","0.843","0.843","0.843","0.843","0.36%"
"2014年6月4日","0.840","0.840","0.840","0.840","-0.36%"
"2014年6月3日","0.843","0.843","0.843","0.843","-0.82%"
"2014年6月2日","0.850","0.850","0.850","0.850","0.59%"
"2014年5月30日","0.845","0.845","0.845","0.845","-0.59%"
"2014年5月29日","0.850","0.850","0.850","0.850","0.24%"
"2014年5月28日","0.848","0.848","0.848","0.848","-0.12%"
"2014年5月27日","0.849","0.849","0.849","0.849","-0.70%"
"2014年5月26日","0.855","0.855","0.855","0.855","0.00%"
"2014年5月23日","0.855","0.855","0.855","0.855","0.12%"
"2014年5月22日","0.854","0.854","0.854","0.854","0.12%"
"2014年5月21日","0.853","0.853","0.853","0.853","0.12%"
"2014年5月20日","0.852","0.852","0.852","0.852","0.00%"
"2014年5月19日","0.852","0.852","0.852","0.852","0.12%"
"2014年5月16日","0.851","0.851","0.851","0.851","-0.12%"
"2014年5月15日","0.852","0.852","0.852","0.852","-0.47%"
"2014年5月14日","0.856","0.856","0.856","0.856","0.47%"
"2014年5月13日","0.852","0.852","0.852","0.852","0.12%"
"2014年5月12日","0.851","0.851","0.851","0.851","0.59%"
"2014年5月9日","0.846","0.846","0.846","0.846","-0.35%"
"2014年5月8日","0.849","0.849","0.849","0.849","-0.24%"
"2014年5月7日","0.851","0.851","0.851","0.851","-0.12%"
"2014年5月6日","0.852","0.852","0.852","0.852","-0.23%"
"2014年5月5日","0.854","0.854","0.854","0.854","-0.47%"
"2014年5月2日","0.858","0.858","0.858","0.858","0.00%"
"2014年5月1日","0.858","0.858","0.858","0.858","0.47%"
"2014年4月30日","0.854","0.854","0.854","0.854","-0.47%"
"2014年4月29日","0.858","0.858","0.858","0.858","0.23%"
"2014年4月28日","0.856","0.856","0.856","0.856","-0.35%"
"2014年4月25日","0.859","0.859","0.859","0.859","-0.35%"
"2014年4月24日","0.862","0.862","0.862","0.862","0.47%"
"2014年4月23日","0.858","0.858","0.858","0.858","-0.12%"
"2014年4月22日","0.859","0.859","0.859","0.859","-0.12%"
"2014年4月21日","0.860","0.860","0.860","0.860","0.00%"
"2014年4月18日","0.860","0.860","0.860","0.860","0.00%"
"2014年4月17日","0.860","0.860","0.860","0.860","0.23%"
"2014年4月16日","0.858","0.858","0.858","0.858","0.12%"
"2014年4月15日","0.857","0.857","0.857","0.857","-0.35%"
"2014年4月14日","0.860","0.860","0.860","0.860","0.58%"
"2014年4月11日","0.855","0.855","0.855","0.855","-0.23%"
"2014年4月10日","0.857","0.857","0.857","0.857","0.12%"
"2014年4月9日","0.856","0.856","0.856","0.856","0.23%"
"2014年4月8日","0.854","0.854","0.854","0.854","0.95%"
